,,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
origin_state,destination,,,,,,,,,,,,,,,,
NY,"Sarasota/Bradenton, FL",30.0,2159.4333333333334,890.0523689874826,966.0,1536.25,2001.5,2468.25,4524.0,30.0,271.4820100526637,33.681328921947696,215.9861985051278,244.96624946128873,273.3878547722463,293.9134863655637,334.59901001767827
NY,"Savannah, GA",30.0,2616.5666666666666,1348.8903915832996,1165.0,1688.5,2004.5,3576.0,5394.0,30.0,265.2800279619195,58.06741031562488,186.24491170994455,208.9502024911491,268.74358100260093,305.63946657480335,383.6946803211974
NY,"Seattle, WA",30.0,8209.066666666668,2698.2105939298735,3178.0,6207.75,8211.5,9334.75,12912.0,30.0,441.7482062251573,127.29611341176938,312.31972227206103,359.1098522814198,402.9621004458687,443.5513628422708,749.0458832100201
NY,"South Bend, IN",4.0,241.5,141.95186977751766,158.0,171.5,177.0,247.0,454.0,4.0,410.97908000424843,19.185337017756282,382.7916666666667,407.1429166666667,418.258405106536,422.0945684441177,424.6078431372549
NY,"St. Louis, MO",30.0,5089.766666666666,1109.09222536623,1566.0,4706.0,5048.0,5932.0,6614.0,30.0,366.3290959206226,118.43466114276654,215.8759943566631,293.7166722582259,308.8884268811281,416.8712911051101,603.1742645233367
NY,"Steamboat Springs, CO",2.0,159.5,67.17514421272202,112.0,135.75,159.5,183.25,207.0,2.0,407.0782828282829,42.55140049412982,376.9898989898991,392.034090909091,407.0782828282829,422.12247474747477,437.1666666666667
NY,"Syracuse, NY",30.0,1413.4666666666667,461.12185040349175,268.0,1260.25,1429.5,1624.25,2475.0,30.0,210.4798357757197,44.59770990795299,163.19047708584037,182.71666308764293,196.10405813277112,214.66248709744474,333.3292885190593
NY,"Tallahassee, FL",6.0,381.8333333333333,188.79027164201727,164.0,209.0,413.0,548.75,566.0,6.0,296.25909908707405,10.982714164620914,281.5888719124013,290.89849039461683,294.0478107448406,303.07344536352934,311.93939393939394
NY,"Tampa, FL (Metropolitan Area)",30.0,21287.333333333332,4734.359289814987,8298.0,19364.75,22296.5,24344.5,27793.0,30.0,233.34511800162394,31.018577678359748,182.19200806402736,211.5556741027346,236.8803850232511,250.9931773217014,303.4188659291728
NY,"Traverse City, MI",1.0,178.0,,178.0,178.0,178.0,178.0,178.0,1.0,292.4457831325301,,292.4457831325301,292.4457831325301,292.4457831325301,292.4457831325301,292.4457831325301
NY,"Tucson, AZ",30.0,1074.5666666666666,377.33536563767717,231.0,951.5,1098.5,1270.25,2035.0,30.0,427.08694610183954,65.75415404660846,322.005265005265,384.2170850867206,411.63746462118877,454.63180560863805,565.7973270440252
NY,"Tulsa, OK",28.0,629.1428571428571,161.52484369989384,217.0,576.0,643.0,721.75,888.0,28.0,429.7539494350402,86.63027036126408,265.8288080808081,389.1426400011571,403.56789373962033,459.2656545447305,615.1148648648649
NY,"Vero Beach, FL",2.0,723.0,70.71067811865476,673.0,698.0,723.0,748.0,773.0,2.0,142.31056509731798,11.045982649754942,134.4998758608073,138.40522047906262,142.31056509731798,146.2159097155733,150.12125433382863
NY,"Washington, DC (Metropolitan Area)",30.0,20399.3,7418.377776706375,3115.0,16849.75,19629.0,26291.25,31766.0,30.0,248.29736590079563,29.580593308368048,206.6028479681272,215.92833090426873,249.2970997197421,274.05741588782104,299.38800223175366
NY,"West Palm Beach/Palm Beach, FL",30.0,19796.833333333332,4023.2913621881116,7830.0,16721.75,20309.5,21828.25,29426.0,30.0,253.99984610938876,22.88218779851995,212.9299645905086,238.3614483338987,253.45861839241576,269.0007940680648,294.2856199951468
NY,"Wichita, KS",1.0,177.0,,177.0,177.0,177.0,177.0,177.0,1.0,296.62068965517244,,296.62068965517244,296.62068965517244,296.62068965517244,296.62068965517244,296.62068965517244
NY,"Wilmington, NC",22.0,701.4090909090909,524.804240971804,148.0,352.25,594.0,757.25,2038.0,22.0,281.9353054431004,44.778728870481324,205.67262991359374,237.92137567596615,291.4976360768286,321.81318332020004,342.261700913242
OH,"Cleveland, OH (Metropolitan Area)",2.0,123.5,16.263455967290593,112.0,117.75,123.5,129.25,135.0,2.0,465.1208333333334,87.08609265963324,403.5416666666667,434.33125,465.1208333333334,495.9104166666667,526.7
OH,"Dallas/Fort Worth, TX",30.0,5233.333333333333,1376.732672153426,3061.0,4401.25,4748.0,6243.75,8288.0,30.0,385.0748869079778,107.13595879301786,254.84641818881065,297.8512039245092,368.80032951947817,444.68797550005195,604.2985741664738
OH,"Denver, CO",30.0,5058.533333333334,1785.2927651988243,2493.0,3492.5,4913.5,5943.75,8263.0,30.0,330.9611645518933,95.31018287370159,202.43021761395764,237.18658584210988,318.04106285933545,407.0371509575662,509.69994850958176
OH,"Detroit, MI",6.0,751.3333333333334,306.69376691851215,473.0,504.25,648.5,1009.5,1152.0,6.0,430.86072173316853,44.75024436853434,360.41752684160343,419.1018085629505,425.9399547633574,453.61476869432926,493.2047608632254
OH,"Fort Myers, FL",30.0,4329.166666666667,1242.068743817272,2053.0,3136.25,4441.0,5407.75,6575.0,30.0,250.8392703827807,41.15450456602753,188.79840057027022,208.78355000705562,260.1675775394855,286.98783090111044,305.9479457640942
OH,"Greensboro/High Point, NC",1.0,111.0,,111.0,111.0,111.0,111.0,111.0,1.0,416.5,,416.5,416.5,416.5,416.5,416.5
OH,"Hartford, CT",11.0,982.7272727272727,297.32342353373065,591.0,753.0,964.0,1142.5,1489.0,11.0,389.9692495931389,81.59819767573657,308.22893994855554,314.697019746368,375.53460299139135,468.21452648184976,507.6975175175175
OH,"Houston, TX",30.0,3759.766666666667,804.7633056749788,2001.0,3402.5,3693.0,3804.25,6022.0,30.0,368.2909831820911,61.25106929427688,255.0512892713402,340.01144544634246,373.4072685775262,418.66773726557307,449.4751949485715
OH,"Indianapolis, IN",7.0,685.8571428571429,272.59336539457973,134.0,652.0,795.0,821.0,926.0,7.0,354.30084807860925,68.61490581842253,246.59952836426152,321.44404218160855,378.26274027446163,396.70195723134646,418.95166908563135
OH,"Jacksonville, FL",9.0,236.77777777777777,158.90467093337577,30.0,156.0,172.0,319.0,498.0,9.0,262.06933857094737,46.69448859424645,167.49367088607593,263.5483870967742,277.2166666666667,285.5155759573133,306.60747433769745
OH,"Kansas City, MO",20.0,1271.1,615.865065535762,352.0,743.25,1292.5,1723.75,2302.0,20.0,282.25622797298985,48.42469433068613,214.56690388332456,248.53600427736959,266.0370692921442,298.3908897277453,368.58349014464653
OH,"Las Vegas, NV",30.0,7572.1,1700.2052685403648,3487.0,6171.25,8140.0,8882.0,9743.0,30.0,272.32825964183917,40.53006186234869,202.14859169501182,236.3620600406934,271.59848078642887,292.83942146177117,360.94466254433905
OH,"Los Angeles, CA (Metropolitan Area)",30.0,8231.6,1414.6782161228093,3901.0,7926.0,8283.5,8990.5,10474.0,30.0,383.3517540935999,60.287686235806575,274.4354092913534,337.57851768668405,388.81648273545056,417.34363322057504,493.65178674713945
OH,"Louisville, KY",2.0,269.0,176.7766952966369,144.0,206.5,269.0,331.5,394.0,2.0,265.5864875772644,11.652481663275829,257.3469387755102,261.4667131763873,265.5864875772644,269.7062619781415,273.82603637901866
OH,"Miami, FL (Metropolitan Area)",30.0,7450.566666666667,1679.8992926164751,4301.0,6680.75,6897.0,8334.5,11526.0,30.0,261.6863230814337,43.940603508456974,176.33968804159448,221.03922377068386,280.9590562286086,297.5443326568851,322.12281607369766
OH,"Milwaukee, WI",21.0,688.3809523809524,296.64346886295607,177.0,512.0,745.0,903.0,1076.0,21.0,316.7203576629745,77.900937564096,155.56923018273312,263.2905806907101,342.9830866807611,360.0442607422716,432.70824960432486
OH,"Minneapolis/St. Paul, MN",30.0,3055.366666666667,626.3129372784014,1302.0,2794.75,3058.5,3434.5,4229.0,30.0,407.5882556367678,81.39259801394299,266.40371049105386,337.42882623871446,411.8693430240205,485.89210450140797,545.4103225806452
OH,"Myrtle Beach, SC",8.0,380.625,204.2519015473645,70.0,266.0,367.0,446.25,742.0,8.0,156.62418719432065,38.724117405791965,122.07526881720429,128.45364583333333,134.45961169047544,201.1552280705075,205.36776470588234
OH,"Nashville, TN",30.0,1739.8,451.1820796147795,628.0,1442.75,1750.5,2090.5,2353.0,30.0,195.19627359064697,31.572989049243507,150.76274361962209,161.59394534920455,195.92071737784454,224.70163535841377,249.74103531688436
OH,"New Orleans, LA",22.0,551.4545454545455,316.26280923017885,154.0,257.75,585.5,713.75,1434.0,22.0,287.13329908048985,42.42477131509588,203.6888888888889,269.790750609677,286.48105586605783,320.13807785088915,345.9349136526556
OH,"New York City, NY (Metropolitan Area)",30.0,13813.666666666666,2813.7908817886205,4166.0,13255.0,13826.0,15176.0,17736.0,30.0,338.9957365828061,82.07433278705747,199.20042607542607,281.7965394047861,342.33571125691196,392.87768265217073,483.9521385414458
OH,"Norfolk, VA (Metropolitan Area)",4.0,216.75,98.64202958171532,148.0,166.0,178.0,228.75,363.0,4.0,219.81674291891073,9.069499833978513,207.39655172413796,216.9241379310345,221.4607142857143,224.35331927359053,228.94899138007648
OH,"Orlando, FL",30.0,9760.066666666668,2105.556768588092,4359.0,8383.25,9932.0,10365.5,14549.0,30.0,222.5492241347956,32.62356339163146,167.78177390704116,197.84418482401296,230.53263270309444,248.31648799088182,300.7845129979338
OH,"Philadelphia, PA",30.0,3426.4666666666667,948.4837894506024,652.0,3207.5,3506.0,4115.5,4622.0,30.0,380.78723709088365,81.0465146158705,241.72958234426122,307.35640611032704,380.89588122883526,433.2179903207733,516.1122610510653
OH,"Phoenix, AZ",30.0,4878.766666666666,967.24224699287,2963.0,4153.25,4736.0,5252.0,6917.0,30.0,304.20077920812935,33.78525866565643,236.27554608099044,282.0843072477008,297.5556213716486,331.54811352890704,367.0447298456261
OH,"Pittsburgh, PA",1.0,143.0,,143.0,143.0,143.0,143.0,143.0,1.0,567.5094339622641,,567.5094339622641,567.5094339622641,567.5094339622641,567.5094339622641,567.5094339622641
OH,"Portland, OR",20.0,293.05,137.28935060474896,133.0,174.75,248.0,391.0,527.0,20.0,354.72167234668683,56.20068239122504,259.07280860378796,315.5349854193969,352.2742942125429,389.990972556572,463.94
OH,"Portsmouth, NH",1.0,215.0,,215.0,215.0,215.0,215.0,215.0,1.0,147.93650793650795,,147.93650793650795,147.93650793650795,147.93650793650795,147.93650793650795,147.93650793650795
OH,"Punta Gorda, FL",11.0,481.8181818181818,213.87978781634237,203.0,340.5,487.0,538.0,868.0,11.0,118.10749895499465,10.000962242969223,100.75757575757576,112.85365448279605,116.43010752688171,122.42885228681412,140.6745814307458
OH,"Raleigh/Durham, NC",23.0,734.0434782608696,393.3434167216491,137.0,464.5,740.0,1039.5,1391.0,23.0,269.31030325798145,57.75631375617559,165.91998977505114,233.28554377725595,250.88254683758274,301.47272444547116,412.18367346938777
OH,"Sacramento, CA",1.0,324.0,,324.0,324.0,324.0,324.0,324.0,1.0,265.441975308642,,265.441975308642,265.441975308642,265.441975308642,265.441975308642,265.441975308642
OH,"Salt Lake City, UT",20.0,522.1,197.38871614952535,173.0,431.25,484.0,642.75,877.0,20.0,367.16044967890923,35.92600552378098,290.35819291031737,346.73622840091434,379.94337846049314,390.3664017368052,429.1471614994597
OH,"San Antonio, TX",2.0,517.5,0.7071067811865476,517.0,517.25,517.5,517.75,518.0,2.0,305.48939782235755,20.980812383946944,290.653723110866,298.0715604666118,305.48939782235755,312.90723517810335,320.32507253384915
OH,"San Diego, CA",30.0,1668.2333333333333,608.0534052845695,251.0,1273.0,1695.0,1954.0,2674.0,30.0,347.21371178616783,35.778491702210026,285.380463668788,319.1611413453371,338.15054176263607,373.1899130702677,416.3878808243728
OH,"San Francisco, CA (Metropolitan Area)",30.0,4800.3,1089.8392526201853,1709.0,4514.5,4921.0,5113.0,6724.0,30.0,415.67151520363365,60.84193668859923,322.69447789913755,371.36611496488814,413.99735302173303,442.7105085227015,526.4794860380413
OH,"Sanford, FL",9.0,563.6666666666666,326.7499043611184,29.0,315.0,664.0,813.0,974.0,9.0,108.99715770052347,5.902838512389358,98.36708860759492,105.34347407990208,111.27529149131935,113.48975903614458,115.47945205479452
OH,"Sarasota/Bradenton, FL",8.0,1160.625,741.6379435315553,158.0,464.25,1474.5,1634.25,2130.0,8.0,181.0521719392845,33.12806995131018,152.9102268223885,161.6912117166002,171.9542316998217,182.65491111745024,256.78333333333336
OH,"Savannah, GA",1.0,160.0,,160.0,160.0,160.0,160.0,160.0,1.0,156.10843373493975,,156.10843373493975,156.10843373493975,156.10843373493975,156.10843373493975,156.10843373493975
OH,"Seattle, WA",30.0,2213.766666666667,787.6646706139188,840.0,1822.0,2020.0,2272.0,4473.0,30.0,376.96054829041117,60.09417408966529,248.9767631103074,345.2338861033461,370.9338651161271,411.9143511260674,498.10013006503254
OH,"St. Louis, MO",30.0,1885.9666666666667,1043.5671411849453,176.0,1287.25,1853.5,2680.75,3927.0,30.0,208.162523474386,32.223121634939844,172.45038863329535,178.98820430107526,202.25478619177449,226.12619756520274,280.1398756101401
OH,"Tampa, FL (Metropolitan Area)",30.0,6835.633333333333,1255.8375274701336,3381.0,6369.5,6914.5,7364.0,9178.0,30.0,222.69620882008505,36.23381839254556,160.70090202965997,191.40877908329847,237.0392656744256,251.40583631897678,263.53173524180863
OH,"Valparaiso, FL",8.0,547.75,228.5605577772083,199.0,342.25,628.0,722.25,783.0,8.0,126.29142690885911,10.095720980581682,115.66525812368974,119.00029799157463,123.28410716983205,132.22842486571597,144.32467532467533
OH,"Washington, DC (Metropolitan Area)",30.0,9434.933333333332,2036.2827683412927,2944.0,9427.75,9780.5,10176.25,12442.0,30.0,245.9497132367572,34.7500138181303,176.43666273035768,218.01099246939762,248.59138013166924,265.52480713801395,312.7658912862488
OH,"West Palm Beach/Palm Beach, FL",21.0,489.57142857142856,250.6147584298601,36.0,195.0,563.0,681.0,877.0,21.0,292.5867234959914,40.06045277356475,179.37974683544303,275.17757575757577,294.97441959144084,320.1972789115646,351.625
OK,"Orlando, FL",30.0,794.7666666666667,227.50895144698316,441.0,619.75,776.0,948.25,1258.0,30.0,292.51123641287745,32.255177063376046,225.52918001118394,276.31366047258126,293.5387891600999,309.7053996741704,357.28789853796025
OK,"Phoenix, AZ",30.0,1012.9666666666667,173.3446802209965,662.0,925.5,1008.5,1120.0,1403.0,30.0,289.31689165305266,33.34919932789274,221.59414119359536,267.02155049646296,289.3060334094548,311.1121144704558,355.80310171198386
OK,"Sacramento, CA",1.0,105.0,,105.0,105.0,105.0,105.0,105.0,1.0,249.97106690777576,,249.97106690777576,249.97106690777576,249.97106690777576,249.97106690777576,249.97106690777576
OK,"Salt Lake City, UT",1.0,185.0,,185.0,185.0,185.0,185.0,185.0,1.0,264.60287375983575,,264.60287375983575,264.60287375983575,264.60287375983575,264.60287375983575,264.60287375983575
OK,"San Antonio, TX",12.0,443.1666666666667,250.6126432758271,152.0,176.0,426.0,692.0,735.0,12.0,212.69192962969268,14.503187605391515,175.25799319727892,208.73579156644172,217.17494732153523,219.77678571428572,232.04545454545453
OK,"San Diego, CA",10.0,174.9,67.06621934907153,69.0,149.75,165.5,178.0,335.0,10.0,281.49133157105126,33.48150899779843,230.2025316455696,250.68506493506493,294.6212121212121,300.2347110215054,317.1142857142857
OK,"San Francisco, CA (Metropolitan Area)",25.0,741.08,168.86753190987702,111.0,658.0,790.0,844.0,1031.0,25.0,347.82587666902674,39.59623358767799,250.83122362869196,322.9623146307904,355.68029489204844,379.717367623378,404.0904681057483
OK,"Seattle, WA",30.0,513.8333333333334,305.1707360821472,158.0,348.25,387.5,760.0,1192.0,30.0,321.3239974489427,39.914941048461095,222.25382542829547,297.6934337508006,321.02397191542536,346.9443189466219,403.97222222222223
OK,"St. Louis, MO",16.0,731.8125,304.13576327028693,162.0,511.25,798.0,966.75,1098.0,16.0,184.08878256983388,30.435051432475326,157.21745613599086,167.31798694092953,168.1166264261298,184.37761411132374,247.26865671641792
OK,"Tampa, FL (Metropolitan Area)",2.0,110.5,103.94469683442249,37.0,73.75,110.5,147.25,184.0,2.0,208.39026994052156,32.959565954120635,185.0843373493976,196.73730364495958,208.39026994052156,220.04323623608354,231.69620253164553
OK,"Valparaiso, FL",1.0,101.0,,101.0,101.0,101.0,101.0,101.0,1.0,138.52500313322471,,138.52500313322471,138.52500313322471,138.52500313322471,138.52500313322471,138.52500313322471
OK,"Washington, DC (Metropolitan Area)",30.0,2069.4,511.05931904839275,722.0,2002.0,2209.5,2430.75,2580.0,30.0,336.265252458011,41.49806637284355,248.36377502717485,313.07038328241913,339.2030891048946,371.78568363620775,395.84323003529454
OR,"Las Vegas, NV",5.0,452.6,377.7648739626277,157.0,169.0,228.0,733.0,976.0,5.0,175.87175337306672,8.714634179048929,160.83582089552235,176.1827076823776,179.31980874316943,180.47826086956525,182.5421686746988
OR,"Los Angeles, CA (Metropolitan Area)",30.0,1447.7333333333333,981.616855282504,172.0,861.0,1027.0,1826.25,4065.0,30.0,254.14796408873346,38.695203903392304,182.71092594796914,230.14347590870256,249.35030683998923,283.5590858951431,322.436021940473
OR,"Phoenix, AZ",14.0,450.35714285714283,363.65592511071765,154.0,166.25,193.5,777.0,1124.0,14.0,205.58139081594695,11.872123471008305,188.7693805525131,195.99567909442257,204.8292611926101,210.92363071710898,231.85599400023074
OR,"Portland, OR",8.0,579.0,277.7295704200658,160.0,358.75,685.5,804.75,847.0,8.0,192.05671298609957,18.35066508014925,175.11320527633353,176.89705920676238,188.5704413533842,197.00407481086918,223.2510964912281
OR,"Raleigh/Durham, NC",11.0,251.72727272727272,103.22799127086694,111.0,170.0,227.0,307.5,445.0,11.0,346.32442321055777,29.777067689944932,288.82073212452957,336.00096086585074,349.58333333333337,365.3586195826645,389.2179487179487
OR,"Reno, NV",30.0,1316.7333333333333,461.74876982703654,474.0,1006.25,1228.5,1779.75,2013.0,30.0,177.4795451217571,29.484682865152507,140.10972255729794,148.97700550606322,173.8485948274532,201.80313324294963,231.87714134181914
OR,"Sacramento, CA",30.0,3352.9666666666667,908.071183725507,1506.0,2844.75,3617.0,3848.25,5055.0,30.0,181.1733119147507,18.85451899634407,151.4353699698519,162.3879026059659,181.23470352600307,198.12357765033164,209.44499633699633
OR,"Salt Lake City, UT",30.0,2660.8333333333335,405.1971919545052,1362.0,2591.5,2716.0,2856.25,3196.0,30.0,220.5930388552583,19.884081132149774,179.16988064881713,204.16666414211528,219.396882504997,235.7587126603723,250.5617721414066
OR,"San Antonio, TX",6.0,196.33333333333334,134.80751709999953,88.0,131.0,147.5,194.0,460.0,6.0,256.7392442543636,53.249411042195035,190.56626506024097,219.80846283146371,256.8962281679673,283.13735019509477,336.7464788732395
OR,"San Diego, CA",30.0,3657.766666666667,907.4667537686448,2227.0,3060.75,3348.0,4614.0,5506.0,30.0,236.3847285606625,25.111978472165482,188.76422137443524,216.0101788906799,233.0667124770909,259.9618600735529,276.84951112106285
OR,"San Francisco, CA (Metropolitan Area)",30.0,12714.933333333332,3169.3751035695404,4380.0,11433.75,12644.0,14221.5,18736.0,30.0,196.63467812256337,21.57311618819532,160.53925949569103,182.74416795578026,191.66911789394936,201.85266423040744,259.8468910930853
OR,"Seattle, WA",30.0,2351.366666666667,950.6392579998865,746.0,1819.75,2213.5,2655.25,4883.0,30.0,204.64346082002209,28.905580809833378,160.8283264348422,183.01952563051094,194.38783150840305,233.87428078753712,253.17358067043602
OR,"Spokane, WA",30.0,1676.3666666666666,495.6279530213081,620.0,1311.75,1837.0,1939.0,2563.0,30.0,167.95594301610137,24.839729314001257,136.50956222242365,143.4927925446537,167.0886216998532,193.01782294848908,208.1357536684268
OR,"St. Louis, MO",28.0,676.8214285714286,206.69068920803133,233.0,610.75,643.5,705.5,1133.0,28.0,346.69724080596137,44.15550940637858,243.5358287607975,317.88209016138353,345.9761486543616,372.4385944638565,443.5513218845328
OR,"Tampa, FL (Metropolitan Area)",26.0,568.5384615384615,194.73884682193858,142.0,485.0,535.5,733.75,940.0,26.0,345.7950201796409,35.998791764317644,283.2060724663465,315.04127965764815,340.6208303543615,379.2314245678884,401.4102564102564
OR,"Tucson, AZ",28.0,415.57142857142856,181.45837775408125,162.0,297.0,400.0,531.75,777.0,28.0,258.05336382556686,22.41553770890121,209.7651407682235,242.2864863271269,256.35936922017476,274.75403225806446,303.77142857142854
OR,"Washington, DC (Metropolitan Area)",30.0,2637.266666666667,636.0633200605398,1002.0,2367.25,2672.5,3038.25,3659.0,30.0,422.8512177505297,58.409115621244155,319.50661967204826,391.3101461559306,411.28140677867674,442.79339882334,557.7159227082085
PA,"Chicago, IL",3.0,502.3333333333333,47.384948383778294,473.0,475.0,477.0,517.0,557.0,3.0,548.5247385466005,11.937671765290201,536.3569556025369,542.6780289682343,548.9991023339318,554.6086300186323,560.218157703333
PA,"Los Angeles, CA (Metropolitan Area)",1.0,431.0,,431.0,431.0,431.0,431.0,431.0,1.0,485.8026421705573,,485.8026421705573,485.8026421705573,485.8026421705573,485.8026421705573,485.8026421705573
PA,"Miami, FL (Metropolitan Area)",10.0,170.2,32.082532457536594,140.0,147.25,158.5,194.0,226.0,10.0,226.62763783620198,61.860581127153374,130.97260273972603,173.86271766169153,251.52122153209106,274.2711229946524,286.94
PA,"Myrtle Beach, SC",4.0,198.75,14.453949863849212,180.0,191.25,201.5,209.0,212.0,4.0,128.52880276330743,12.123294877544128,118.24657534246576,121.64262975110941,125.00376229982636,131.88993531202436,145.86111111111111
PA,"Orlando, FL",23.0,1323.1739130434783,900.7338751451465,163.0,365.5,1274.0,1978.0,2881.0,23.0,193.98552684265252,64.23411662320079,90.07291666666669,158.69021199956237,203.05125442964953,231.89424147281287,378.72900278597183
PA,"Phoenix, AZ",30.0,3186.5333333333333,842.3548983134386,1552.0,2306.75,3543.5,3866.25,4208.0,30.0,397.08842816455666,80.80120433975439,286.78227132161464,344.7727370391026,378.11138490350436,407.31198059411673,570.5473640453835
PA,"Pittsburgh, PA",30.0,2283.6666666666665,1343.919264132242,197.0,1384.5,1907.5,3529.0,4539.0,30.0,317.7215262012298,96.85087237721194,146.55225086289195,257.34696615852,333.4057739867016,395.0955070422536,460.2160670803551
PA,"Portland, ME",15.0,213.73333333333332,70.14420520477456,169.0,176.0,183.0,199.0,394.0,15.0,365.5558563370718,33.22763825656387,277.8333333333333,360.55079365079365,373.0833333333333,380.1620072686609,424.9002490182933
PA,"Portland, OR",30.0,735.3666666666667,387.60577940722845,151.0,378.5,816.0,1072.0,1271.0,30.0,436.523368825706,119.57198980161758,211.05215697895943,375.569861184092,390.52006600270624,467.9276220973604,723.58
PA,"Punta Gorda, FL",1.0,36.0,,36.0,36.0,36.0,36.0,36.0,1.0,131.30379746835442,,131.30379746835442,131.30379746835442,131.30379746835442,131.30379746835442,131.30379746835442
PA,"Raleigh/Durham, NC",30.0,2827.266666666667,1108.5605744055833,847.0,1983.0,2633.5,3620.75,4941.0,30.0,259.0828000829833,83.67370304165308,149.77430261754893,192.84605055336948,227.98145503753,344.8939859869088,404.21544615384613
PA,"Richmond, VA",6.0,564.5,194.10795965132394,204.0,520.25,645.5,692.75,705.0,6.0,491.276499965054,99.77230807494992,290.43333333333334,516.0244165654644,526.0158254537685,528.9523972076267,562.5688141545112
PA,"Rochester, NY",5.0,597.6,147.8353814213634,337.0,630.0,648.0,679.0,694.0,5.0,434.4692893269248,12.738399780040348,414.3749338624339,430.6039175257733,439.01963810215443,440.9124272187261,447.4355299255361
PA,"Sacramento, CA",17.0,609.3529411764706,240.70052481674986,180.0,578.0,618.0,785.0,971.0,17.0,380.0064391526639,39.7043272170316,291.997480643972,359.82192678588143,375.6867469879518,414.5043791087603,423.97253199777407
PA,"Salt Lake City, UT",30.0,1152.8333333333333,289.7332998767509,691.0,876.0,1233.5,1316.0,1716.0,30.0,432.33124170817365,75.68375498937672,324.48491788110107,377.9661997670914,407.770162724344,484.8720904409023,573.5989320286195
PA,"San Antonio, TX",30.0,963.7666666666667,354.5772308590587,464.0,615.75,996.5,1292.0,1470.0,30.0,358.16554177416924,96.50463836448179,227.16942446043166,302.7473059954555,321.84056668889684,420.39938126459845,549.596391142664
PA,"San Diego, CA",30.0,2879.3,831.4784153376526,1231.0,2234.75,3323.0,3560.5,3713.0,30.0,428.83455057168504,86.3924424645088,318.7009190565829,365.26901340461046,407.08400941010746,445.4572830811373,634.6872209302326
PA,"San Francisco, CA (Metropolitan Area)",30.0,6799.433333333333,1618.7660409714242,2127.0,6074.5,7126.5,7831.75,9181.0,30.0,485.56235315379206,126.72841057893827,339.55009155886347,399.90067690080303,449.8129231054262,485.44175745981806,783.9890185775942
PA,"Sanford, FL",17.0,1171.8823529411766,556.6046490051243,200.0,811.0,1107.0,1512.0,2340.0,17.0,128.0754951497108,23.647409118921043,93.7341891133558,111.48995132549689,121.64226437819933,141.27372933251684,172.06451612903228
PA,"Sarasota/Bradenton, FL",8.0,983.875,586.0878621357527,39.0,593.0,1161.0,1251.5,1806.0,8.0,206.4199681027643,36.55181600127235,145.58227848101265,195.60486152578787,204.22972381729392,219.57034532369266,257.27558095952025
PA,"Savannah, GA",17.0,528.5882352941177,277.9370564587262,80.0,376.0,547.0,686.0,1232.0,17.0,262.2398062833443,36.97482288095219,188.37974683544303,232.13025060876623,257.8905775075988,297.2895318464939,319.97402597402595
PA,"Seattle, WA",30.0,2814.4,753.2856123630023,1332.0,2306.25,2907.5,3186.25,4354.0,30.0,428.3802256170732,105.8525923170872,289.65090090090087,362.6838912099178,396.2878123175417,424.49648349651267,658.3167995746943
PA,"St. Louis, MO",30.0,2049.9333333333334,565.9524735336445,659.0,1817.0,2082.0,2433.5,2961.0,30.0,351.5547840331594,115.77383337720046,223.08584619198115,273.91511770572976,306.1476322853659,428.9689914949873,574.4759543486815
PA,"Tampa, FL (Metropolitan Area)",30.0,7757.866666666667,1798.7981568801438,3933.0,6544.75,7849.5,9346.25,10331.0,30.0,230.11482386804244,41.07726048004068,178.3681329332709,198.18479964239535,216.90974719958803,250.09129698537998,337.635051010202
PA,"Tucson, AZ",2.0,162.0,2.8284271247461903,160.0,161.0,162.0,163.0,164.0,2.0,332.9152003910068,11.96932021155118,324.4516129032258,328.6834066471163,332.9152003910068,337.14699413489734,341.3787878787879
PA,"Washington, DC (Metropolitan Area)",30.0,1384.0333333333333,406.7947447642559,253.0,1302.5,1477.0,1641.5,1882.0,30.0,327.8997298256676,121.2044627895806,169.37349397590364,245.23564236408637,267.07293296607634,483.6287795154057,533.1856622746185
PA,"West Palm Beach/Palm Beach, FL",30.0,3125.233333333333,712.6722264118692,1214.0,2618.75,3229.5,3600.0,4241.0,30.0,261.6855367346099,33.43864766025624,201.17373617693525,241.26277504228534,257.273605400541,281.1847575903832,331.44499910055765
SC,"Chicago, IL",26.0,1311.0384615384614,703.1788097358584,173.0,782.75,1199.0,1805.5,2475.0,26.0,302.2161546352767,55.65249469490845,208.59185810282855,254.6018331354317,299.5443256721493,338.5871573265084,431.0980392156863
SC,"Cleveland, OH (Metropolitan Area)",3.0,417.0,142.50263155464884,254.0,366.5,479.0,498.5,518.0,3.0,151.9707523547797,5.009745534052698,146.47053973616474,149.8197648958059,153.16899005544704,154.72085866408716,156.27272727272728
SC,"Dallas/Fort Worth, TX",18.0,934.3333333333334,431.1383018175463,174.0,713.5,892.0,1234.75,1662.0,18.0,307.99078940023776,29.03408138099031,250.68776968112718,293.52318436140274,309.17696950986414,327.5760804776394,358.343274041134
SC,"Denver, CO",13.0,776.3076923076923,396.18985024341225,351.0,385.0,635.0,1112.0,1321.0,13.0,310.38733193218457,43.13852035196048,254.2745476287172,268.26264097348434,303.3721241830065,349.6361111111112,371.81115184256225
